SampleID,Tissue,protocol,Group,read_type,Replicate,bamReads,Peaks,PeakCaller
ENCSR914PYX_2,common_myeloid_progenitor_primary_cell,ATAC-seq,Non-Renin_Control,single,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR914PYX_2/aligned_mm10/ENCSR914PYX_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR914PYX_2/peak_calling_mm10/ENCSR914PYX_2_peaks_normalized.narrowPeak,narrow
ENCSR914PYX_3,common_myeloid_progenitor_primary_cell,ATAC-seq,Non-Renin_Control,single,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR914PYX_3/aligned_mm10/ENCSR914PYX_3_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR914PYX_3/peak_calling_mm10/ENCSR914PYX_3_peaks_normalized.narrowPeak,narrow
ENCSR961SMM_1,intestine,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR961SMM_1/aligned_mm10/ENCSR961SMM_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR961SMM_1/peak_calling_mm10/ENCSR961SMM_1_peaks_normalized.narrowPeak,narrow
ENCSR961SMM_2,intestine,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR961SMM_2/aligned_mm10/ENCSR961SMM_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR961SMM_2/peak_calling_mm10/ENCSR961SMM_2_peaks_normalized.narrowPeak,narrow
ENCSR966ORC_1,intestine,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR966ORC_1/aligned_mm10/ENCSR966ORC_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR966ORC_1/peak_calling_mm10/ENCSR966ORC_1_peaks_normalized.narrowPeak,narrow
ENCSR966ORC_2,intestine,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR966ORC_2/aligned_mm10/ENCSR966ORC_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR966ORC_2/peak_calling_mm10/ENCSR966ORC_2_peaks_normalized.narrowPeak,narrow
ENCSR976LWP_1,forebrain,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR976LWP_1/aligned_mm10/ENCSR976LWP_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR976LWP_1/peak_calling_mm10/ENCSR976LWP_1_peaks_normalized.narrowPeak,narrow
ENCSR976LWP_2,forebrain,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR976LWP_2/aligned_mm10/ENCSR976LWP_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR976LWP_2/peak_calling_mm10/ENCSR976LWP_2_peaks_normalized.narrowPeak,narrow
ENCSR983JWA_1,neural_tube,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR983JWA_1/aligned_mm10/ENCSR983JWA_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR983JWA_1/peak_calling_mm10/ENCSR983JWA_1_peaks_normalized.narrowPeak,narrow
ENCSR983JWA_2,neural_tube,ATAC-seq,Non-Renin_Control,paired,2,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR983JWA_2/aligned_mm10/ENCSR983JWA_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/encode_ATAC/results_pipeline/ENCSR983JWA_2/peak_calling_mm10/ENCSR983JWA_2_peaks_normalized.narrowPeak,narrow
P0_mouse_kidney_bulk_ATAC-seq_sample_1,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/P0_mouse_kidney_bulk_ATAC-seq_sample_1/aligned_mm10/P0_mouse_kidney_bulk_ATAC-seq_sample_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/P0_mouse_kidney_bulk_ATAC-seq_sample_1/peak_calling_mm10/P0_mouse_kidney_bulk_ATAC-seq_sample_1_peaks_normalized.narrowPeak,narrow
P0_mouse_kidney_bulk_ATAC-seq_sample_2,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/P0_mouse_kidney_bulk_ATAC-seq_sample_2/aligned_mm10/P0_mouse_kidney_bulk_ATAC-seq_sample_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/P0_mouse_kidney_bulk_ATAC-seq_sample_1/peak_calling_mm10/P0_mouse_kidney_bulk_ATAC-seq_sample_1_peaks_normalized.narrowPeak,narrow
3-week_mouse_kidney_bulk_ATAC-seq_sample_1,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/3-week_mouse_kidney_bulk_ATAC-seq_sample_1/aligned_mm10/3-week_mouse_kidney_bulk_ATAC-seq_sample_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/3-week_mouse_kidney_bulk_ATAC-seq_sample_1/peak_calling_mm10/3-week_mouse_kidney_bulk_ATAC-seq_sample_1_peaks_normalized.narrowPeak,narrow
3-week_mouse_kidney_bulk_ATAC-seq_sample_2,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/3-week_mouse_kidney_bulk_ATAC-seq_sample_2/aligned_mm10/3-week_mouse_kidney_bulk_ATAC-seq_sample_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/3-week_mouse_kidney_bulk_ATAC-seq_sample_2/peak_calling_mm10/3-week_mouse_kidney_bulk_ATAC-seq_sample_2_peaks_normalized.narrowPeak,narrow
8-week_mouse_kidney_bulk_ATAC-seq_sample_1,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/8-week_mouse_kidney_bulk_ATAC-seq_sample_1/aligned_mm10/8-week_mouse_kidney_bulk_ATAC-seq_sample_1_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/8-week_mouse_kidney_bulk_ATAC-seq_sample_1/peak_calling_mm10/8-week_mouse_kidney_bulk_ATAC-seq_sample_1_peaks_normalized.narrowPeak,narrow
8-week_mouse_kidney_bulk_ATAC-seq_sample_2,primary_kidney_cells,ATAC-seq,Non-Renin_Control,paired,1,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/8-week_mouse_kidney_bulk_ATAC-seq_sample_2/aligned_mm10/8-week_mouse_kidney_bulk_ATAC-seq_sample_2_sort_dedup.bam,/project/shefflab/processed/gomez_atac/results_pipeline/susztak/results_pipeline/8-week_mouse_kidney_bulk_ATAC-seq_sample_2/peak_calling_mm10/8-week_mouse_kidney_bulk_ATAC-seq_sample_2_peaks_normalized.narrowPeak,narrow
